Reviews,Comments
4.5 of 5 bubbles,"Look folks,I am from Little Italy in Philly and have been 100%Italian for 57 years,this place is a tourist trap and a mecca for people who dont know Italian food or good food for that matter.I was coerced into eating at McMaggios by my fiance...More"
4 of 5 bubbles,Try the caramelized onion dip and the whiskey cake. Amazing. Por brisket and goat cheese fondue also very good. The staff is very friendly and helpful. The whiskey and wine selection very good
4 of 5 bubbles,"My husband and I walked the three blocks to this wonderful, historic spot. Delicious fish and chips, beer, pizza. I highly recommend this place."
4 of 5 bubbles,"We enjoyed the food...we had veal chop, lamb and tostones and tres leches for dessert. All the food was cooked to our preference. The staff were amazing and attentive. Other than trip advisor mapping us to old location we had a fantastic time."
4.5 of 5 bubbles,Really nice and chill spot for drinks with friends or alone which I do sometimes. I'll come here for a salmon salad and a glass of wine. I like the bar because people are pretty friendly here. The service is pretty good usually. And the...More
4.5 of 5 bubbles,"Pizzeria La Gitana has a Spanish theme that is recognizable from the name, Spanish Gypsy Girl, to the art on the walls.  

The service was excellent and can only be compared to the delicious pizza with equally amazing desserts.

Also, the overall decor provides a...More"
4.5 of 5 bubbles,"Luciaâ€™s has very nice crust.  My wife and I have been here a couple of times over the last week and the service is always nice, the preparation is fast, the prices are very reasonable, and the pizza crust is excellent.  If you are looking...More"
4 of 5 bubbles,"I ordered the Pork Osso Buco with mashed Yukon gold potatoes ""as on the menu"" but when my meal arrived it had some damned baked potato instead.  I was in a large groups and it was not easy to correct this.  I ate about a...More"
4 of 5 bubbles,"The lobster is very well-prepared here; cleanliness is very good; I love the little crackers; and although the space is small, the chairs and tables are very comfortable.

You can very well imagine that youâ€™re on the Maine shore for a few minutes while dining...More"
4.5 of 5 bubbles,
4 of 5 bubbles,"Everything on the menu is amazing. The worst part is having to choose. This is one of my family's favorite breakfast spots. Be prepared to wait a bit for a seat, because the deliciousness is no secret."
4.5 of 5 bubbles,"Did the Staten Island ferry on a cold, snowy December day, walked around the half empty shopping mall and found this bar, really friendly people, food good, would recommend."
4.5 of 5 bubbles,
4.5 of 5 bubbles,"Great food, service and located in a historic building. Although small, that is what sets this place apart."
4.5 of 5 bubbles,Restuarant has been around for many years and the place was packed for a Saturday night dinner. The seafood was delicious and kids friendly. We rode our bikes to the restaurant and we had to wait 35 minutes to be seated because they do not...More
4 of 5 bubbles,"Good food and drinks.  Feel like the food is getting more expensive though.  Nice indoor setting, but can get noisy.  Good stop for a Sunday afternoon cocktail.  The free home-made nachos and dip is a plus.More"
4 of 5 bubbles,"Great menu with a nice variety and cheesecake too.

Even the Pecan Pie is great too.

Good place to hang with friends or bring a date."
4 of 5 bubbles,I always like to come at Caracolâ€™s - We got a very delicious and elegant meal after a long day of traveling. Certainly a place I will recommend if you like Mexican food!
4.5 of 5 bubbles,Top notch Brazilian Steak House! My wife and I go to this place often the food is great and the service is outstanding would definitely recommend this restaurant to anyone
4.5 of 5 bubbles,"We love this place however I was a little disappointed in my last visit. My husband had a salad and I had the biscuits and gravy.

My biscuits did not have enough gravy on them and I requested some additional gravy and I was charged...More"
4 of 5 bubbles,
4 of 5 bubbles,
4 of 5 bubbles,"This was our favorite restaurant. We went there for the Valentine's Day, and were quite disappointed. We ordered Prosciutto wrapped smoked fresh mozzarella as an appetizer as usual. This time it didn't taste good at all. I took a bite, and refused to eat the...More"
4.5 of 5 bubbles,
4.5 of 5 bubbles,"An extraordinary restaurant with a view of a water pond with lilies as well as nature life itself! The food at the restaurant is as lovely as the view. The bread the tomato soup the salads all delicious. the service is excellent,
It is situated...More"
4 of 5 bubbles,"Returned after a year absence to give it another try.  Same result...lack of concern
with wait staff, food not prepared correctly, long wait to ""fix"" the issue...blah, blah
Sauteed shrimp served almost raw.  Asked to cook them some more and waitress said
they'd bring a...More"
4 of 5 bubbles,Had an 8 ounce steak medium rare. It was done exactly to my requirements and was like butter. Cant ask for more. Service was efficient and good.
4 of 5 bubbles,My wife and I were both disappointed with our breakfast. Home fries potatoes were cold like they were cooked 3 hours ago and sat on a plate- I ordered my eggs over medium hard came back over easy  my wife ordered her eggs over med...More
4.5 of 5 bubbles,"Another chain-restaurant. I only add this one because the food quality has improved very much. We had the Monday special of Endless Shrimp and they were delicious. I was really impressed, and the service was very good as well. My only complaint was the key...More"
4 of 5 bubbles,
4.5 of 5 bubbles,
4.5 of 5 bubbles,"My mother and I were soooo disappointed to find out your shrimp and grits plate is no longer the delightful dish we've always enjoyed. Not only was in unappealing to the eye (nasty), it reeked of bell pepper, and there was no way I was...More"
4.5 of 5 bubbles,"If you are in Yakima, you need to eat here! Everything from the waiter to the food was amazing. I still think about how good the kids macaroni and cheese was (I ate most of my sons bc he was too slow eating it). Great...More"
4 of 5 bubbles,"Absolutely beautiful dining room. Tall ceilings, large chandeliers. Some tables had candelabra. We were celebrating a special occasion and were not disappointed in any way."
4.5 of 5 bubbles,
4.5 of 5 bubbles,Perfect for Sunday dinner if youâ€™re looking for macaroni and gravy (pasta /sauce)  without having to cook .. alm the classic italian dinners just like your grandma made .. very traditional  not too much garlic  thank god  because all good italians know not to use...More
4.5 of 5 bubbles,My fiance and I have been here twice in the last month and I can't believe I have never done a review.  I absolutely love the food here.  When we go out we like to sit at the bar and chat with the locals while...More
4 of 5 bubbles,"store 0481 Lynwood, We came in on Friday January 24th for our 17th wedding anniversary.  I had called prior to coming in because I have a severe pepper allergy and that spice is used in just about everything, so I called to make sure it...More"
4 of 5 bubbles,
4.5 of 5 bubbles,"I've lived in Federal Way a long time, and always thought this was ""another pizza place"" but this particular evening that's what I felt like eating and away we went.  Holy moley, yes, the pizza is wonderful with more styles than you can imagine (I...More"
4 of 5 bubbles,"Had Sunday dinner there. Menu is fairly extensive and service was prompt and cordial.
Two of us had veal dishes that were so tender you could cut it with your fork. Calamari appetizer was excellent and pistacchio crusted salamon also outstanding. Caesar saald was large...More"
4 of 5 bubbles,We had lunch at the Spruce Goose. The food was tasty and I enjoyed watching the planes. Very friendly  and relaxing.
4.5 of 5 bubbles,"Started with the three cheese garlic bread it was delicious!
Ordered the 8oz prime rib cooked medium and the twin lobster ðŸ¦ž tails sides of a Caesar salad and loaded baked potato 
Everything we ordered was delicious"
